publisher,code,text,count,category,category_year
irw,7.5.3,Budget Period must not be longer than one year.,2,> 1M & <= 10M,2020
irw,9.88.1,The organisation type is invalid.,2,> 1M & <= 10M,2020
irw,9.89.1,The organisation type is invalid.,1,> 1M & <= 10M,2020
isdglobal,11.1.5,The actual end date of the activity must not be in the future.,1,<=1M,2020
issafrica,11.1.5,The actual end date of the activity must not be in the future.,1,> 1M & <= 10M,2020
issafrica,8.10.2,The @value should be a valid number for all non-qualitative measures.,1,> 1M & <= 10M,2020
issafrica,8.8.2,The @value should be a valid number for all non-qualitative measures.,2,> 1M & <= 10M,2020
issafrica,8.9.2,The @value should be a valid number for all non-qualitative measures.,1,> 1M & <= 10M,2020
issafrica,8.8.1,"The baseline must have a value when indicator measure is unit (1), percentage (2), nominal (3) or ordinal (4).",2,> 1M & <= 10M,2020
issafrica,8.6.3,The start of the period must be before the end of the period.,1,> 1M & <= 10M,2020
issafrica,9.60.1,The indicator measure is invalid.,1,> 1M & <= 10M,2020
issafrica,9.55.1,The result type is invalid.,1,> 1M & <= 10M,2020
itad,6.9.1,The organisation must have an identifier or a narrative.,1,> 1M & <= 10M,2018
itad,7.5.3,Budget Period must not be longer than one year.,3,> 1M & <= 10M,2018
itad,3.7.1,The activity should have recipient-country or recipient-region information for either the activity or for all transactions.,1,> 1M & <= 10M,2018
itad,3.1.1,Percentages are missing for one or more recipient countries.,1,> 1M & <= 10M,2018
itc,9.50.1,The recipient country code is invalid.,2,> 10M & <= 100M,2019
itc,4.4.1,The description has no narrative content.,5,> 10M & <= 100M,2019
itc,3.1.2,"Percentages for recipient countries, must add up to 100%.",1,> 10M & <= 100M,2019
iteco,8.10.2,The @value should be a valid number for all non-qualitative measures.,1,<=1M,2019
iteco,8.9.2,The @value should be a valid number for all non-qualitative measures.,1,<=1M,2019
iteco,11.2.1,The transaction date must not be in the future.,1,<=1M,2019
iteco,11.2.2,The transaction value date must not be in the future.,1,<=1M,2019
itm,8.9.3,The @value should be omitted for qualitative measures.,6,> 10M & <= 100M,2018
itm,8.10.3,The @value should be omitted for qualitative measures.,6,> 10M & <= 100M,2018
itm,8.10.2,The @value should be a valid number for all non-qualitative measures.,2,> 10M & <= 100M,2018
itm,8.8.2,The @value should be a valid number for all non-qualitative measures.,1,> 10M & <= 100M,2018
itm,6.14.1,"When using a policy marker for vocabulary 1, it must include a significance.",1,> 10M & <= 100M,2018
itm,11.2.1,The transaction date must not be in the future.,1,> 10M & <= 100M,2018
itm,11.2.2,The transaction value date must not be in the future.,1,> 10M & <= 100M,2018
itpc,6.9.1,The organisation must have an identifier or a narrative.,2,<=1M,2018
iucn,7.5.3,Budget Period must not be longer than one year.,6,> 1M & <= 10M,2018
iucn,3.7.1,The activity should have recipient-country or recipient-region information for either the activity or for all transactions.,1,> 1M & <= 10M,2018
iucn,8.9.3,The target value should be omitted for qualitative measures.,1,> 1M & <= 10M,2018
iucn,8.10.3,The actual value should be omitted for qualitative indicator measures.,1,> 1M & <= 10M,2018
iucn,8.10.1,"The actual must have a value when the indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",1,> 1M & <= 10M,2018
iucn,8.10.2,The @value should be a valid number for all non-qualitative measures.,6,> 1M & <= 10M,2018
iucn,1.3.13,"The identifier must not contain any of the symbols /, &, | or ?.",1,> 1M & <= 10M,2018
iucn,8.8.2,The @value should be a valid number for all non-qualitative measures.,6,> 1M & <= 10M,2018
iucn,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",6,> 1M & <= 10M,2018
iucn,1.4.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2018
iucn,8.9.2,The @value should be a valid number for all non-qualitative measures.,6,> 1M & <= 10M,2018
iucn,1.5.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2018
iucn,1.8.13,"The identifier must not contain any of the symbols /, &, | or ?.",1,> 1M & <= 10M,2018
iucn,1.15.13,"The identifier must not contain any of the symbols /, &, | or ?.",1,> 1M & <= 10M,2018
iucn,1.14.8,The reporting-org identifier must start with an approved agency code.,1,> 1M & <= 10M,2018
iucn,1.14.13,"The reporting-org identifier must not contain any of the symbols /, &, | or ?.",1,> 1M & <= 10M,2018
iucn_nl,4.4.1,The description has no narrative content.,1,> 10M & <= 100M,2018
iw_admin,8.9.3,The target value should be omitted for qualitative measures.,1,No spend data for 2018-2020,
iw_admin,8.10.3,The actual value should be omitted for qualitative indicator measures.,1,No spend data for 2018-2020,
iw_admin,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",1,No spend data for 2018-2020,
iw_admin,1.1.1,The activity identifier should begin with the organisation identifier of the reporting organisation (or a previous version included in the other-identifier element).,1,No spend data for 2018-2020,
iw_admin,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal)",1,No spend data for 2018-2020,
iwda,6.9.1,The organisation must have an identifier or a narrative.,3,> 1M & <= 10M,2018
iwda,7.5.3,Budget Period must not be longer than one year.,7,> 1M & <= 10M,2018
iwda,1.1.1,The activity identifier should begin with the organisation identifier of the reporting organisation (or a previous version included in the other-identifier element).,2,> 1M & <= 10M,2018
iwda,2.1.1,"Percentages are missing for one or more sectors, within a vocabulary (e.g. 1 - OECD DAC).",7,> 1M & <= 10M,2018
iwda,9.88.1,The organisation type is invalid.,2,> 1M & <= 10M,2018
iwda,9.89.1,The organisation type is invalid.,2,> 1M & <= 10M,2018
iwpr,3.7.1,The activity should have recipient-country or recipient-region information for either the activity or for all transactions.,1,No spend data for 2018-2020,
iww_publish,0.0.0,No messages for publisher,0,No spend data for 2018-2020,
iyafp,3.4.1,Percentages are missing for one or more recipient countries or regions.,1,No spend data for 2018-2020,
jass,0.0.0,No messages for publisher,0,No spend data for 2018-2020,
jeevika_trust,0.0.0,No messages for publisher,0,No spend data for 2018-2020,
jica,3.7.1,The activity should have recipient-country or recipient-region information for either the activity or for all transactions.,119,No spend data for 2018-2020,
jica,6.14.1,"When using a policy marker for vocabulary 1, it must include a significance.",35026,No spend data for 2018-2020,
jica,6.2.2,"Each activity must have a specified Sector Classification, at either activity level, or for ALL transactions.",120,No spend data for 2018-2020,
jica,3.4.1,Percentages are missing for one or more recipient countries or regions.,22488,No spend data for 2018-2020,
jica,9.48.1,The policy marker significance is invalid.,145,No spend data for 2018-2020,
jica,9.50.1,The recipient country code is invalid.,166,No spend data for 2018-2020,
jica,11.1.3,The actual start date must be before the actual end date.,21,No spend data for 2018-2020,
jica,11.1.2,The planned start date must be before the planned end date.,21,No spend data for 2018-2020,
jica,9.5.1,The activity status code is invalid.,8,No spend data for 2018-2020,
jica,6.2.1,Activity Status must be present.,1,No spend data for 2018-2020,
jica,7.8.1,"The Value must have a specified Currency, or the Activity must have a default Currency.",2725,No spend data for 2018-2020,
jocc_uk,11.1.5,The actual end date of the activity must not be in the future.,1,<=1M,2018
jocc_uk,2.1.1,"Percentages are missing for one or more sectors, within a vocabulary (e.g. 1 - OECD DAC).",1,<=1M,2018
josa,1.15.1,The identifier should not start or end with spaces or newlines.,1,<=1M,2020
josa,1.15.13,"The identifier must not contain any of the symbols /, &, | or ?.",1,<=1M,2020
jowomenomics,0.0.0,No messages for publisher,0,No spend data for 2018-2020,
jpal,1.15.13,"The identifier must not contain any of the symbols /, &, | or ?.",1,No spend data for 2018-2020,
jrf,6.9.1,The organisation must have an identifier or a narrative.,1,No spend data for 2018-2020,
kad,7.5.3,Budget Period must not be longer than one year.,2,No spend data for 2018-2020,
kad,1.1.1,The activity identifier should begin with the organisation identifier of the reporting organisation (or a previous version included in the other-identifier element).,3,No spend data for 2018-2020,
kad,7.5.2,Budget Value must include a Value Date.,3,No spend data for 2018-2020,
kad,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",2,No spend data for 2018-2020,
kad,3.4.1,Percentages are missing for one or more recipient countries or regions.,4,No spend data for 2018-2020,
kad,4.3.1,The title has no narrative content.,3,No spend data for 2018-2020,
kad,4.4.1,The description has no narrative content.,3,No spend data for 2018-2020,
kad,6.10.1,The participating organisation must have an identifier or a narrative.,3,No spend data for 2018-2020,
kad,6.11.1,The activity must have a planned or actual start date.,3,No spend data for 2018-2020,
kad,9.4.1,The activity date type is invalid.,2,No spend data for 2018-2020,
kad,9.78.1,The sector vocabulary is invalid.,2,No spend data for 2018-2020,
kad,6.3.1,Organisation Type must be present.,3,No spend data for 2018-2020,
kad,1.7.2,Organisation Identifier must be present.,3,No spend data for 2018-2020,
kad,9.12.1,The contact information type is invalid.,2,No spend data for 2018-2020,
karuna,7.5.3,Budget Period must not be longer than one year.,2,No spend data for 2018-2020,
karuna,2.1.4,"For a single sector, the percentage must either be omitted, or set to 100.",1,No spend data for 2018-2020,
karuna,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",1,No spend data for 2018-2020,
karuna,6.11.1,The activity must have a planned or actual start date.,1,No spend data for 2018-2020,
ke-ngc-3372,0.0.0,No messages for publisher,0,No spend data for 2018-2020,
kemitraan,2.1.4,"For a single sector, the percentage must either be omitted, or set to 100.",1,No spend data for 2018-2020,
kemitraan,3.7.1,The activity should have recipient-country or recipient-region information for either the activity or for all transactions.,1,No spend data for 2018-2020,
kemitraan,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",1,No spend data for 2018-2020,
kepa,0.0.0,No messages for publisher,0,No spend data for 2018-2020,
kepsa,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",1,No spend data for 2018-2020,
kesho_kenya,0.0.0,No messages for publisher,0,<=1M,2018
ketou,7.5.3,Budget Period must not be longer than one year.,1,No spend data for 2018-2020,
ketou,8.10.2,The @value should be a valid number for all non-qualitative measures.,1,No spend data for 2018-2020,
ketou,8.8.2,The @value should be a valid number for all non-qualitative measures.,1,No spend data for 2018-2020,
ketou,8.9.2,The @value should be a valid number for all non-qualitative measures.,1,No spend data for 2018-2020,
khf,8.8.1,"The baseline must have a value when the indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",2,No spend data for 2018-2020,
khf,1.9.1,The identifier should not start or end with spaces or newlines.,2,No spend data for 2018-2020,
kidasha,11.1.5,The actual end date of the activity must not be in the future.,1,<=1M,2020
kidasha,2.1.1,"When multiple sectors, within a vocabulary (e.g. 1 - OECD DAC) are declared, each must have a percentage.",1,<=1M,2020
kingscollegelondon,11.1.5,The actual end date of the activity must not be in the future.,1,> 1M & <= 10M,2019
kingscollegelondon,1.1.1,The activity identifier should begin with the organisation identifier of the reporting organisation (or a previous version included in the other-identifier element).,1,> 1M & <= 10M,2019
kingscollegelondon,2.1.1,"When multiple sectors, within a vocabulary (e.g. 1 - OECD DAC) are declared, each must have a percentage.",1,> 1M & <= 10M,2019
